sensor, latitude, longitude, send_time, received_time, latency35.6895,139.6917,2024-04-21 12:31:36,2024-04-21 12:31:38,2.0
35.6895,139.6917,2024-04-21 12:31:38,2024-04-21 12:31:40,2.0
35.6895,139.6917,2024-04-21 12:31:40,2024-04-21 12:31:43,3.0
35.6895,139.6917,2024-04-21 12:31:42,2024-04-21 12:31:45,3.0
35.6895,139.6917,2024-04-21 12:31:44,2024-04-21 12:31:47,3.0
35.6895,139.6917,2024-04-21 12:31:46,2024-04-21 12:31:49,3.0
35.6895,139.6917,2024-04-21 12:31:48,2024-04-21 12:31:52,4.0
35.6895,139.6917,2024-04-21 12:31:50,2024-04-21 12:31:54,4.0
35.6895,139.6917,2024-04-21 12:31:52,2024-04-21 12:31:56,4.0
35.6895,139.6917,2024-04-21 12:31:54,2024-04-21 12:31:58,4.0
35.6895,139.6917,2024-04-21 12:31:56,2024-04-21 12:32:00,4.0
35.6895,139.6917,2024-04-21 12:31:58,2024-04-21 12:32:03,5.0
35.6895,139.6917,2024-04-21 12:32:00,2024-04-21 12:32:05,5.0
35.6895,139.6917,2024-04-21 12:32:02,2024-04-21 12:32:07,5.0
35.6895,139.6917,2024-04-21 12:32:04,2024-04-21 12:32:09,5.0
35.6895,139.6917,2024-04-21 12:32:06,2024-04-21 12:32:11,5.0
35.6895,139.6917,2024-04-21 12:32:08,2024-04-21 12:32:13,5.0
35.6895,139.6917,2024-04-21 12:32:10,2024-04-21 12:32:15,5.0
35.6895,139.6917,2024-04-21 12:32:12,2024-04-21 12:32:17,5.0
35.6895,139.6917,2024-04-21 12:32:14,2024-04-21 12:32:20,6.0
35.6895,139.6917,2024-04-21 12:32:16,2024-04-21 12:32:22,6.0
35.6895,139.6917,2024-04-21 12:32:18,2024-04-21 12:32:24,6.0
35.6895,139.6917,2024-04-21 12:32:20,2024-04-21 12:32:26,6.0
35.6895,139.6917,2024-04-21 12:32:22,2024-04-21 12:32:28,6.0
35.6895,139.6917,2024-04-21 12:32:24,2024-04-21 12:32:30,6.0
35.6895,139.6917,2024-04-21 12:32:26,2024-04-21 12:32:32,6.0
35.6895,139.6917,2024-04-21 12:32:28,2024-04-21 12:32:34,6.0
35.6895,139.6917,2024-04-21 12:32:30,2024-04-21 12:32:37,7.0
35.6895,139.6917,2024-04-21 12:32:32,2024-04-21 12:32:39,7.0
35.6895,139.6917,2024-04-21 12:32:34,2024-04-21 12:32:41,7.0
35.6895,139.6917,2024-04-21 12:32:36,2024-04-21 12:32:43,7.0
35.6895,139.6917,2024-04-21 12:32:38,2024-04-21 12:32:45,7.0
35.6895,139.6917,2024-04-21 12:32:40,2024-04-21 12:32:47,7.0
35.6895,139.6917,2024-04-21 12:32:42,2024-04-21 12:32:49,7.0
35.6895,139.6917,2024-04-21 12:32:44,2024-04-21 12:32:51,7.0
35.6895,139.6917,2024-04-21 12:32:46,2024-04-21 12:32:53,7.0
35.6895,139.6917,2024-04-21 12:32:48,2024-04-21 12:32:56,8.0
35.6895,139.6917,2024-04-21 12:32:50,2024-04-21 12:32:58,8.0
35.6895,139.6917,2024-04-21 15:42:27,2024-04-21 15:42:30,3.0
35.6895,139.6917,2024-04-21 15:42:29,2024-04-21 15:42:33,4.0
35.6895,139.6917,2024-04-21 15:42:31,2024-04-21 15:42:35,4.0
35.6895,139.6917,2024-04-21 15:42:33,2024-04-21 15:42:38,5.0
35.6895,139.6917,2024-04-21 15:42:35,2024-04-21 15:42:40,5.0
35.6895,139.6917,2024-04-21 15:42:37,2024-04-21 15:42:42,5.0
35.6895,139.6917,2024-04-21 15:42:39,2024-04-21 15:42:44,5.0
35.6895,139.6917,2024-04-21 15:42:41,2024-04-21 15:42:46,5.0
35.6895,139.6917,2024-04-21 15:42:43,2024-04-21 15:42:49,6.0
35.6895,139.6917,2024-04-21 15:42:45,2024-04-21 15:42:51,6.0
35.6895,139.6917,2024-04-21 15:42:47,2024-04-21 15:42:53,6.0
35.6895,139.6917,2024-04-21 15:42:49,2024-04-21 15:42:55,6.0
35.6895,139.6917,2024-04-21 15:42:51,2024-04-21 15:42:57,6.0
35.6895,139.6917,2024-04-21 15:42:53,2024-04-21 15:42:59,6.0
35.6895,139.6917,2024-04-21 15:42:55,2024-04-21 15:43:02,7.0
35.6895,139.6917,2024-04-21 15:42:57,2024-04-21 15:43:04,7.0
35.6895,139.6917,2024-04-21 15:42:59,2024-04-21 15:43:06,7.0
35.6895,139.6917,2024-04-21 15:43:01,2024-04-21 15:43:08,7.0
35.6895,139.6917,2024-04-21 15:43:03,2024-04-21 15:43:11,8.0
35.6895,139.6917,2024-04-21 15:43:05,2024-04-21 15:43:13,8.0
35.6895,139.6917,2024-04-21 15:43:07,2024-04-21 15:43:15,8.0
35.6895,139.6917,2024-04-21 15:43:09,2024-04-21 15:43:17,8.0
35.6895,139.6917,2024-04-21 15:43:11,2024-04-21 15:43:19,8.0
35.6895,139.6917,2024-04-21 15:43:13,2024-04-21 15:43:21,8.0
35.6895,139.6917,2024-04-21 15:43:15,2024-04-21 15:43:24,9.0
35.6895,139.6917,2024-04-21 15:43:17,2024-04-21 15:43:26,9.0
35.6895,139.6917,2024-04-21 15:43:19,2024-04-21 15:43:28,9.0
35.6895,139.6917,2024-04-21 15:43:21,2024-04-21 15:43:30,9.0
35.6895,139.6917,2024-04-21 15:43:23,2024-04-21 15:43:32,9.0
35.6895,139.6917,2024-04-21 15:43:25,2024-04-21 15:43:34,9.0
35.6895,139.6917,2024-04-21 15:43:27,2024-04-21 15:43:36,9.0
35.6895,139.6917,2024-04-21 15:43:29,2024-04-21 15:43:38,9.0
35.6895,139.6917,2024-04-21 15:43:31,2024-04-21 15:43:41,10.0
35.6895,139.6917,2024-04-21 15:43:33,2024-04-21 15:43:43,10.0
35.6895,139.6917,2024-04-21 15:43:35,2024-04-21 15:43:45,10.0
35.6895,139.6917,2024-04-21 15:43:37,2024-04-21 15:43:47,10.0
35.6895,139.6917,2024-04-21 15:43:39,2024-04-21 15:43:49,10.0
35.6895,139.6917,2024-04-21 15:43:41,2024-04-21 15:43:51,10.0
35.6895,139.6917,2024-04-21 15:43:43,2024-04-21 15:43:53,10.0
35.6895,139.6917,2024-04-21 15:43:45,2024-04-21 15:43:55,10.0
35.6895,139.6917,2024-04-21 15:43:47,2024-04-21 15:43:57,10.0
35.6895,139.6917,2024-04-21 15:43:49,2024-04-21 15:43:59,10.0
35.6895,139.6917,2024-04-21 15:43:51,2024-04-21 15:44:02,11.0
35.6895,139.6917,2024-04-21 15:43:53,2024-04-21 15:44:04,11.0
35.6895,139.6917,2024-04-21 15:43:55,2024-04-21 15:44:06,11.0
